4 151 1 1793 371 20 89 4 107 6 393 382|27 382 623 10 166 98 384
27 382 623 10 166 98 384|82 376 451
26 22 6 888 18 6 408 14|265 88 6 115 9 16577 14
265 88 6 115 9 16577 14|301 1494 22 365
5 1 517 90 27 212|20343 43 266 40 20
20343 43 266 40 20|137 5 39 434 119 4 416 16 156
137 5 39 434 119 4 416 16 156|5 44 13 90 104 132 124 18 26
5 44 13 90 104 132 124 18 26|22 16 36 4 78 7
22 16 36 4 78 7|22 16 126 115 9 1440 28 212 7
22 16 126 115 9 1440 28 212 7|27 212 11 281
76 334 69 29 74 539|16 67 1276 4 15 20 15860
16 67 1276 4 15 20 15860|6256 15 1631
2644 1 122 1 4 19 82 3602|276 28 2753 4 43 35 1338 25 1
276 28 2753 4 43 35 1338 25 1|1 165 14
58 4 1015 78 28 2424 97 313 7|1015 448 25 165 313 7
1015 448 25 165 313 7|627 4 43 4 69 290 9 75 6 408 18 15860 9 129 27 212 11 884 768
627 4 43 4 69 290 9 75 6 408 18 15860 9 129 27 212 11 884 768|367 12 9462 14433
5 44 246 12 14|56 5 247 274 205
4 1 1793 59 1794|38 37 77 209
73 44 26 29 7|5 2395 4 47 101 29 5217 25 1908 6 3419 1768
5 2395 4 47 101 29 5217 25 1908 6 3419 1768|38 5 85 37 628 26
38 5 85 37 628 26|125 5 31 205 25 4 7
125 5 31 205 25 4 7|6 1816 18 6 4964 69 29 898 76 12 151 29
6 1816 18 6 4964 69 29 898 76 12 151 29|1113 5488 1
140 44 8697 28 2971 957 365 14|5 44 15 5 69 14
5 44 15 5 69 14|16 41 6 8592 492 18 27 192
16 41 6 8592 492 18 27 192|72 59 33 1
118 1 1793 96 833|118 1 1793 96 6 199 492 18 117 697
118 1 1793 96 6 199 492 18 117 697|137 5 317 16 11 64
137 5 317 16 11 64|21 11 63 40 16 7
21 11 63 40 16 7|41 5 281 7
12 22 120 64 16 1 11 308 29 1658 9 90 82 214 19 6 3842 1706|4 1 1793 660 70 18 99
4 1 1793 660 70 18 99|5 69 111 329 26 402 9462
5 69 111 329 26 402 9462|4 1 1793 36 219 20 105 920
4 1 1793 36 219 20 105 920|5 69 29 1101 4 58 223 61 18 341
5 69 29 1101 4 58 223 61 18 341|15 222 29 47 25 70 236
15 222 29 47 25 70 236|4 19122 1793 10 433 56
4 19122 1793 10 433 56|17079 9 5952
1 1793 1787 1 1 15806 2869 4914 4037 3959 2869 4050 4936 4937 1 4434|36 1 666 4680 10 1 22 19 3031 19 6 1838 1556 2201 1 17010 519
36 1 666 4680 10 1 22 19 3031 19 6 1838 1556 2201 1 17010 519|1 130 26 1669 69 29 1281
36 1 666 4680 10 1 22 19 3031 19 6 1838 1556 2201 18 17010 519|1 130 26 1669 69 29 1281
47 11 35 195 25 2332|24 44 873 12 113 1 12 19 117 463
24 44 873 12 113 1 12 19 117 463|1 12 7
10 3166 40 35 6161 227 13 2720 15 47 11 35 3166 16 22 893 9 1|4 32 13 225
24 19122 1793 37 157 136 16 3505 1 170 22 10 5710|8799 6 1653 18 26 3505 41 9
8799 6 1653 18 26 3505 41 9|805 1 2084 1107 22 19 1009 15 321 9 421 19
137 5 44 218 4|47 11 10 275 18 1509 19 28 1372
47 11 10 275 18 1509 19 28 1372|12 11 27 98 18 6 849
12 11 27 98 18 6 849|32 13 4 81 47 11 91 9 29 341 53 24 2685 40 10 2084 1107 388
32 13 4 81 47 11 91 9 29 341 53 24 2685 40 10 2084 1107 388|6 2204 22 10 1 261 12024 6 325 51 44 31 22 1 48
6 2204 22 10 1 261 12024 6 325 51 44 31 22 1 48|24 19122 1793 6 908 86 50 117 422 989 12 11 98
24 19122 1793 6 908 86 50 117 422 989 12 11 98|83 11 421 9 6 6845 579
86 187 4 9 458 7 14|171 28 954 116 14
171 28 954 116 14|5 39 2945 9 8064 13120
5 39 2945 9 8064 13120|5 80 9 180 9 6 640 19 809
5 80 9 180 9 6 640 19 809|473 9022 1 61 18 6 463 1 2138 2126
473 9022 1 61 18 6 463 1 2138 2126|24 44 487 30 4 476 63 33 7388 2419 58 83 48 54
24 44 487 30 4 476 63 33 7388 2419 58 83 48 54|16 11 37 677
5 32 13 30 9 717|27 463 122 6 64 19 14828 40 4054 561 9 943 431 2714 15 690 4639
27 463 122 6 64 19 14828 40 4054 561 9 943 431 2714 15 690 4639|6 11932 22 62 6 4092
6 11932 22 62 6 4092|5 1 517 406 4 10 2391 19 10 551 18 315
5 1 517 406 4 10 2391 19 10 551 18 315|43 4 136 7
4 1 517 29 371 53 4 658|5 39 2102 4 9 409 28 13068
5 39 2102 4 9 409 28 13068|117 463 22 10 768 2150 6414
117 463 22 10 768 2150 6414|72 170 7
58 21 292 1871 6 839 18 2084 1263 9 6 5828 18 1968 2405|12 11 68 6 810 2295 10747 40 6 11032 4379 268
12 11 68 6 810 2295 10747 40 6 11032 4379 268|72 6 2572 7017 4631
72 6 2572 7017 4631|6 22410 16 359 130 11032 168 6 3570 4904 4243 3462 12476 25 1
6 22410 16 359 130 11032 168 6 3570 4904 4243 3462 12476 25 1|51 11250 68 6414 38 51 19122 1793 35 144 175 6 199 275
51 11250 68 6414 38 51 19122 1793 35 144 175 6 199 275|56 51 246 2945 9 5868 158 18 117 752 23162
21 11 6 5828 91 9 31 7|60 47 11 10 778
60 47 11 10 778|6 1718 18 6 3196 22256 16 8267 211 463 22 45 5870 2781 5409
6 1718 18 6 3196 22256 16 8267 211 463 22 45 5870 2781 5409|4 145 612 1 1754 7
4 145 612 1 1754 7|65 15 16 491 24 525 2128 11032 6 5868 15 1440 1 76 10 2781 7832 108 165 88 15 1482 48 61
65 15 16 491 24 525 2128 11032 6 5868 15 1440 1 76 10 2781 7832 108 165 88 15 1482 48 61|12 11 10 8338 1231
12 11 10 8338 1231|27 1132 1252 22 53 24 118 161 10 18761 10252 496
27 1132 1252 22 53 24 118 161 10 18761 10252 496|5 84 55 9 22826 1 48 1046
5 84 55 9 22826 1 48 1046|113 6 115 5 80 9 131 4 25 28 165 40 16 184 2781 5409 1231
113 6 115 5 80 9 131 4 25 28 165 40 16 184 2781 5409 1231|12922 87 2084 1107 41 487 1495
12922 87 2084 1107 41 487 1495|24 19965 125 2338 10529 10690 4 940
24 1 1793 423 8015|21 11 264 9 6 1 21492
21 11 264 9 6 1 21492|12 11 1713 5 1 517 2557 9 1 18437
12 11 1713 5 1 517 2557 9 1 18437|6 1968 2047 11 12399
6 1968 2047 11 12399|1940 455 384 74 1372 41 16444 177 245 10 550 594
1940 455 384 74 1372 41 16444 177 245 10 550 594|1968 3327 2395 99 68 26
1968 3327 2395 99 68 26|6 7175 622 122 4213 9 1 1 4755 117 8541
6 7175 622 122 4213 9 1 1 4755 117 8541|24 237 12 11 2553 1997 16 23 1 517 2204 6 810 2295 10747 40 6 4379 18 11032
24 237 12 11 2553 1997 16 23 1 517 2204 6 810 2295 10747 40 6 4379 18 11032|24 1 1793 171 557 9115 6 2295 383 10816
24 1 1793 171 557 9115 6 2295 383 10816|5 1807 279 23 16444 177 74 2083 23 84 332 74 9 16321 912 15385
5 1807 279 23 16444 177 74 2083 23 84 332 74 9 16321 912 15385|58 73 166 31 24 30 154 26 1 3315 245 74 8585 3166 15 6903 74 2083 7
58 73 166 31 24 30 154 26 1 3315 245 74 8585 3166 15 6903 74 2083 7|10406 722 542
23 11 1639 100 152 3426 724 793 10622|168 16 24 1 517 30 9 502 6 3365 9 2338 126 1185
168 16 24 1 517 30 9 502 6 3365 9 2338 126 1185|1 15 1 43 10830 6 2027 4712 87 211 349
16 14973 2798 1 6 7175 622 122 3214 63 45 7|24 317 23 108 57 22 772 38 24 30 35 4210 68 901 2863 108 3804
24 317 23 108 57 22 772 38 24 30 35 4210 68 901 2863 108 3804|328 199 1259 23 11 96 9219 63 19 1 5432
328 199 1259 23 11 96 9219 63 19 1 5432|23 11 267 25 4356 2620 2038 1 4890 1109 5852 2781 1 7762 1 1 15 22 383 4044 25 1538 184 4356
23 11 267 25 4356 2620 2038 1 4890 1109 5852 2781 1 7762 1 1 15 22 383 4044 25 1538 184 4356|23 11 33 6 4054 309 267 1504
23 11 33 6 4054 309 267 1504|6 8973 7175 622 429 87 6 2083 1
6 8973 7175 622 429 87 6 2083 1|12 11 6 164 98 23 11 4105 19 26 463
12 11 6 164 98 23 11 4105 19 26 463|60 53 23 11 58 12411 73 59 23 11 1639 100 1 724 793 10622 7
60 53 23 11 58 12411 73 59 23 11 1639 100 1 724 793 10622 7|10 124 4999 7395 101 29 2799 9 12559 15 3558 38 12 220 487 12049 4044 68 612 1 3642 19 26 2259
10 124 4999 7395 101 29 2799 9 12559 15 3558 38 12 220 487 12049 4044 68 612 1 3642 19 26 2259|43 4 498 23 11 1639 100 152 4978 67 58 35 70 5071 1 7
43 4 498 23 11 1639 100 152 4978 67 58 35 70 5071 1 7|108 183 1 22 67 10 6098 360 9 119 99 81 16
108 183 1 22 67 10 6098 360 9 119 99 81 16|183 47 22 236 8097
183 47 22 236 8097|56 4 19122 1793 15291 12
56 4 19122 1793 15291 12|12 11 37 55 4 30 126 419 998
5 218 12 19 27 2083|286 2847 20
43 4 196 1639 16 6001 7|4 151 204 1918 68 6 1 1 63
4 151 204 1918 68 6 1 1 63|5 55 27 1
2689 798 22 124 465 175 28 1439 19 954|328 12 11 27 2122 33 6 594 61 47 332 10 1
5 80 9 221 4 128|79 85 4 3633 10 322 55 20 87 6 352 1057 7
79 85 4 3633 10 322 55 20 87 6 352 1057 7|158 24 195 10 322 55 4
158 24 195 10 322 55 4|4 19122 1793 100 836 1608 86 11 111 3963 61 18 594 15 4 19122 1793 10 433 94
4 19122 1793 100 836 1608 86 11 111 3963 61 18 594 15 4 19122 1793 10 433 94|662 25 6 3176 1372 1 28 629 11 543 1171 782
662 25 6 3176 1372 1 28 629 11 543 1171 782|35 226 73 1334 10161 4540 12818 30 8180
35 226 73 1334 10161 4540 12818 30 8180|21 11 358 25 6 1479 22 487 358 25 6 5239
21 11 358 25 6 1479 22 487 358 25 6 5239|130 19070 15 4 5150 19 3918
130 19070 15 4 5150 19 3918|12 11 10 1343 401
12 11 10 1343 401|16 11 36
5 1 517 29 64 47 14|24 19122 1793 372 1164 1774 379 14
24 19122 1793 372 1164 1774 379 14|5 1 517 29 247 19 848 1774
5 1 517 29 247 19 848 1774|12 11 162 29 70 18 176 315
27 199 1391 86 78 3347 6190 76 100 4890 9106 41 10 275 144 175 4|4 19122 1793 16 2899 9 161 61 28 256 11 1586 4 84 2083 10163 74 7
4 19122 1793 16 2899 9 161 61 28 256 11 1586 4 84 2083 10163 74 7|57 951 2295 9 20 15 36 18 10 1733 57 373 10 1476 14
57 951 2295 9 20 15 36 18 10 1733 57 373 10 1476 14|21 11 833 27 539 1 20 15 78 12 177 74 326 16 5 39 6 70 4957 33 74 874
21 11 833 27 539 1 20 15 78 12 177 74 326 16 5 39 6 70 4957 33 74 874|73 85 4 50 28 422 33 10 8585 22656 7
73 85 4 50 28 422 33 10 8585 22656 7|87 26 170 229 1 5 499 19 10 1102
87 26 170 229 1 5 499 19 10 1102|23 8688 27 17344 462
23 8688 27 17344 462|27 256 11 1061 978 20 87 843 74 15 27 539
27 256 11 1061 978 20 87 843 74 15 27 539|23 1850 20 73 9 10163 19 87 549 1157 339 6 3546 276 282 8523
23 1850 20 73 9 10163 19 87 549 1157 339 6 3546 276 282 8523|43 4 347 9 302 238 5802 7 14
43 4 347 9 302 238 5802 7 14|420 55 24 19122 1793 37 6 120 908 19 10 368 952 45
420 55 24 19122 1793 37 6 120 908 19 10 368 952 45|35 70 45 14
233 98 24 50 9 6 4712 51 19122 1793 372 166 330|24 19122 1793 67 1989 117 98
24 19122 1793 67 1989 117 98|32 13 991 14
190 913 85 4 75 6 3832 1466 7|86 373 9 46 7
86 373 9 46 7|67 467 20
85 4 75 12 108 37 7|137 5 278 6 3832 94 528 10 206 58 5 178 5 107 209 98 9 291 27 4710 116
44 13 4 90 26 7|10 3832 1466 7
12 2662 5319 233 1133 455|11280 4382 20 177 10638 87 6 21259 1233 8541
11280 4382 20 177 10638 87 6 21259 1233 8541|1078 5036 43 33 838 19 6 10816 1669
1078 5036 43 33 838 19 6 10816 1669|6 2204 22 522 17890 10 1180 1838 5412
6 2204 22 522 17890 10 1180 1838 5412|129 20 6 2225
51 220 30 11591 342|649 88 38 90 35 1286
649 88 38 90 35 1286|24 1 1793 78 6 7692 33 6 1528 3365 2768
24 1 1793 78 6 7692 33 6 1528 3365 2768|51 36 1 9 18243 92 24 8523 6 1218
51 36 1 9 18243 92 24 8523 6 1218|6 2204 122 56 978 62 6 304 579
6 2204 122 56 978 62 6 304 579|5881 10 793 5900 7040
73 68 53 5 565 63 6 3832 15 4 119 6 1218 33 6 553 952 7|73 31 4 81 7
73 31 4 81 7|230 13 35 115 5 39 162 29 28 1391 19 1063
230 13 35 115 5 39 162 29 28 1391 19 1063|12 11 6256
4 78 126 436 7|4 125 29 1106
110 4 44 13 225|27 539 22 205 9 20
57 11 55 100 1347|5 39 37 767 19 4046 55 16
5 39 37 767 19 4046 55 16|137 5412 17890 477 602
137 5412 17890 477 602|21 11 16 7
21 31 6 1314 80 9 46 117 4969 25 7|73 101 5 46 7
73 101 5 46 7|51 323 61 14
5 1 1793 78 9 1517 16 322 86 1419 20|24 19122 1793 162 30 9 2967 6 304 10656
2204 122 1 87 3546 15 22 2371 2257 6 304 10656 579|47 11 35 115 51 4458 20 1486 88
47 11 35 115 51 4458 20 1486 88|51 516 8523 20 89 5 1 6 21259 1233 8541
51 516 8523 20 89 5 1 6 21259 1233 8541|304 98 332 10 97 338
304 98 332 10 97 338|329 12 67 1060 88
329 12 67 1060 88|4 44 702 56
2234 23 11 9053 63 6 14567 1384|23 11 78 624 22283 3165
23 11 78 624 22283 3165|51 1 517 54 760 245 28 349 338
51 1 517 54 760 245 28 349 338|1 10886 19 10 1 470 7
1 10886 19 10 1 470 7|23 11 2067
23 11 157 1235 114 258 18 1 1|182 33 82 2216
16 11 21 696 89 4 332 1 3165|6 8711 15 3801 43 170 8983 63
6 8711 15 3801 43 170 8983 63|12 11 35 332 7893 20 5 39 37 2923 9 126 870 1314 14
4 32 13 157 46 28 249 201 4 2677 326|44 4 222 28 212 11 367 108 92 4 109 716 7
44 4 222 28 212 11 367 108 92 4 109 716 7|31 4 30 126 3406 2850 7
31 4 30 126 3406 2850 7|31 4 222 148 7
31 4 222 148 7|23004 276 211 4491 43 58 6256
23004 276 211 4491 43 58 6256|1104 176 2026 19 603
1104 176 2026 19 603|24 6745 5 1697 168 6 3550 30 330 19
24 6745 5 1697 168 6 3550 30 330 19|2450 2517 429 19 87 6 97 6 404 18 4 54 19 6 582
2450 2517 429 19 87 6 97 6 404 18 4 54 19 6 582|6005 50 28 202 9 1 36 1858 5935 19 582 18 6 232
839 10 972 87 11280|24 1 1793 4696 84 6 94 6 805 800
24 1 1793 4696 84 6 94 6 805 800|58 86 22 23 7
58 86 22 23 7|23 3192 9 29 1 12647 14787 901 2243
23 3192 9 29 1 12647 14787 901 2243|40 10 1108 1 12577 561 1 15 4890 4100 18 11828
40 10 1108 1 12577 561 1 15 4890 4100 18 11828|23 299 177 1330 62 6 408 18 199 849
23 299 177 1330 62 6 408 18 199 849|10 2191 18 10 1 1 4082
10 2191 18 10 1 1 4082|68 10 492 384 6 1670 5267 18 6 4379 1 11032 11 4092 13857 48 9 995 6 1 810 825
68 10 492 384 6 1670 5267 18 6 4379 1 11032 11 4092 13857 48 9 995 6 1 810 825|15 19 3374 7
4912 10 480 3599 9639 19 14887 2915|28 5674 13659
24 1 1793 2092 82 352 2352 38 44 13 1 126 3365 40 1|26 322 11 67 236 7175 8267 113 6 7175 622
26 322 11 67 236 7175 8267 113 6 7175 622|73 11 1 210 7
73 11 1 210 7|23 11 97 15 1 16 4710 6936 40 1
23 11 97 15 1 16 4710 6936 40 1|58 73 68 6 7175 622 7
58 73 68 6 7175 622 7|21 11 23 55 7
21 11 23 55 7|23 11 55 10 7175 529
23 11 55 10 7175 529|2450 2517 19 1009
14535 10 15 1838 254|321 15 366 106
21 11 10 22746 1543 150 7|60 36 28 2850 68 28 256 539 15 1476 43 2034
60 36 28 2850 68 28 256 539 15 1476 43 2034|55 10 721
4 109 360 113 342 9 2083 10163 177 114 1139 7230|38 16 44 13 29
38 16 44 13 29|5 299 9 28 163 12 11 10 4850 11 959
5 299 9 28 163 12 11 10 4850 11 959|5 187 4
5 6097 12 168 24 4579|5 2092 6 2352
4 1 1793 96 598 47 25 540 469 231|4 1 1793 111 107 10 256 108 414
4 1 1793 111 107 10 256 108 414|28 433 120 4624 19 28 326
26 22 6 3506 4 1850 28 5750 4116|86 31 4 75 7
86 31 4 75 7|12 41 10 639 18 27 539
12 41 10 639 18 27 539|3482 55 100 1347
21 11 74 201 7|92 85 4 348 28 256 15 89 85 4 460 74 7
86 31 4 75 19 6 3506 7|538 12 11 36 10 644 89 69 5 50 27 152 1319 97 7
538 12 11 36 10 644 89 69 5 50 27 152 1319 97 7|1 40 117 4999 12306 120 722 2938 2420 30 194 96 3414 58 5 215 13 4377 347 9
1 40 117 4999 12306 120 722 2938 2420 30 194 96 3414 58 5 215 13 4377 347 9|5 39 160
157 22746 7897 15 1227 2720 76 1109 15 43 19362 3374 15 8088|6 1109 16 153 1 19 211 192 22 67 10 718 19 5027
6 1109 16 153 1 19 211 192 22 67 10 718 19 5027|21 11 10 1 210 91 6274 19 74 1615 98 7
21 11 10 1 210 91 6274 19 74 1615 98 7|73 166 30 4 96 210 12 7
73 166 30 4 96 210 12 7|363 13 4 285 18 6 792 7
363 13 4 285 18 6 792 7|21 53 6 1 32 13 203 7
21 53 6 1 32 13 203 7|5 351 5 1 517 386
5 351 5 1 517 386|108 183 4 84 572 20
108 183 4 84 572 20|4 32 13 30 9 29 45 4 46
58 21 11 12 55 9 1985 19 6 792 7|4 1 1793 247 6 6323 2521 198
4 1 1793 247 6 6323 2521 198|5 39 37 333 68 10 870 2549
5 39 37 333 68 10 870 2549|5 246 910 8034 12908 15 2715
5 246 910 8034 12908 15 2715|610 5 246 294
19 176 1141 774 3470 7|89 5 6117 97 9 6 3934 5 820 5 39 2697 342 269
89 5 6117 97 9 6 3934 5 820 5 39 2697 342 269|12 11 516 6 1
12 11 516 6 1|31 4 80 9 991 2084 1263 7
31 4 80 9 991 2084 1263 7|73 132 18 28 629 22 2804 7
73 132 18 28 629 22 2804 7|43 4 775 108 128 7
6 7208 1 19 117 2627 44 3408 99 63 19 1774|35 1 35 6930
16 11 79 24 44 310 305 366 25 695|94 122 100 543 1 702 9 940 126 677 1 13184
58 21 53 24 44 13 3099 276 2340 624 2035 14057|86 43 24 9 3087 7
86 43 24 9 3087 7|24 242 13 1663 117 2627 15 3457 146 9 2084 1263
24 44 991 38 24 84 30 9 129 97 117 1 2501 15 1 1944 9 6 1139|36 1 16 119 63 20 76 100 5239
36 1 16 119 63 20 76 100 5239|47 43 11810 14599 16 119 63 6 782 629 15 197
47 43 11810 14599 16 119 63 6 782 629 15 197|10 367 15 816 9 13982 11186 87 583 6 356 4 75 89 4 846 63 28 3406 2850 15 1586 68 28 879
10 367 15 816 9 13982 11186 87 583 6 356 4 75 89 4 846 63 28 3406 2850 15 1586 68 28 879|15 16 11 37 36
15 16 11 37 36|47 11 487 6 5311 9 5900 5564 10652 18 1109 87 100 8517 8541
47 11 487 6 5311 9 5900 5564 10652 18 1109 87 100 8517 8541|36 18 16 1 9 2826 10 10508 16 5948 20 15 1068 1937 9 27 1934
36 18 16 1 9 2826 10 10508 16 5948 20 15 1068 1937 9 27 1934|62 6 270 98 548 5 246 17307 7839 1230 10207
62 6 270 98 548 5 246 17307 7839 1230 10207|58 16 11 6 496 4 1438 28 629 6274 19 6 792 14
58 16 11 6 496 4 1438 28 629 6274 19 6 792 14|21 6 787 44 4 75 62 6 1660 19 16 2715 7
21 6 787 44 4 75 62 6 1660 19 16 2715 7|56 12 11 55 24 19122 1793 318 245 10 2515
56 12 11 55 24 19122 1793 318 245 10 2515|15 21 24 75 22 10 8568 3602
15 21 24 75 22 10 8568 3602|41 16 4 7
3365 635 9 13285 1372 254|13660 1 43 97 33 594
13660 1 43 97 33 594|15 514 629 11651 7
15 514 629 11651 7|15 514 629 11651 7
15 514 629 11651 7|21492 22 1713
59 9 27 485 19 793 455|5 317 5 1 517 291 6 1 63 9 1738
5 317 5 1 517 291 6 1 63 9 1738|68 722 542 384 10 1 2383 62 6 1 2471 19 17010 8618 10 1 629 33 514 249 1
68 722 542 384 10 1 2383 62 6 1 2471 19 17010 8618 10 1 629 33 514 249 1|89 6 1 1111 6 629 107 372 5629
89 6 1 1111 6 629 107 372 5629|24 171 61 1 15 22188 10 1 1255
24 171 61 1 15 22188 10 1 1255|10 1466 1450 3414 23 84 314 130 10 3092 239 33 6 3626
10 1466 1450 3414 23 84 314 130 10 3092 239 33 6 3626|15 6 629 41 476 45
15 6 629 41 476 45|1 22 22329 113 6 1139
1 22 22329 113 6 1139|36 211 1 2627 43 9022
36 211 1 2627 43 9022|24 1 1793 10 1 77 209 9 50 752 6 325 15672 38 16 11 37 6 120 778
24 1 1793 10 1 77 209 9 50 752 6 325 15672 38 16 11 37 6 120 778|18 198 47 167 13 10 782 1372 2383 19 514 326 38 47 3303 9 29 10 2083 648 19 514 12903 1372
18 198 47 167 13 10 782 1372 2383 19 514 326 38 47 3303 9 29 10 2083 648 19 514 12903 1372|12 13992 10 2083 594 16 11534 89 10 397 2083 22 11855
12 13992 10 2083 594 16 11534 89 10 397 2083 22 11855|38 47 11 35 998 18 6 1 16 11 1379 1
38 47 11 35 998 18 6 1 16 11 1379 1|19 126 388 357 24 7469 6 2083 8882 15 3704 177 12 24 44 13 29 136
19 126 388 357 24 7469 6 2083 8882 15 3704 177 12 24 44 13 29 136|5 144 50 97 9 581 33 12
375 170 3324 47 11 10 2083 19 16 629 31 51 7|79 37 7
157 10 7033 1971 44 30 10 884|1297 36 6 1 1 12358 16 43 22643 177 16 629
1297 36 6 1 1 12358 16 43 22643 177 16 629|5 215 13 29 1114 53 47 109 114 569 18 2083 19 47 104
5 215 13 29 1114 53 47 109 114 569 18 2083 19 47 104|76 4 19122 1793 208 4 32 13 46 38 805 1 11 629 41 487 219 113 1
76 4 19122 1793 208 4 32 13 46 38 805 1 11 629 41 487 219 113 1|37 120 74 487 2501 18 20 1 15 6005
37 120 74 487 2501 18 20 1 15 6005|24 487 2072 2340 1 14057 87 88
24 487 2072 2340 1 14057 87 88|1726 87 4 15 6 839 6 336 2084 429 40 10 1
1726 87 4 15 6 839 6 336 2084 429 40 10 1|16 11 79 24 19122 1793 36 58 1673 40 26 388 1
10 136 115 9 1378 821 9 11186|21 11 6 7338 45 7
21 11 6 7338 45 7|5402 167 13 6 3308 45
5402 167 13 6 3308 45|1 54 40 1 9 6 1 13802
1270 116 184 3386 9022 1 4196 9 1 11|1 6 15796 43 1 104
1 6 15796 43 1 104|5 39 1 10 8585 16157
5 39 1 10 8585 16157|268 5 1 517 3704 177 16 156
268 5 1 517 3704 177 16 156|22 16 690 7
79 37 8134 12 19 236 629 164 7|5 30 9 75 25 277 21 11 19 47
5 30 9 75 25 277 21 11 19 47|32 13 83 453 269 19 47 14
32 13 83 453 269 19 47 14|21 11 63 40 74 7
21 11 63 40 74 7|57 11 96 1579 3528 194 328 26 336 7175 622 388 607
57 11 96 1579 3528 194 328 26 336 7175 622 388 607|12 11 36 19 27 715
12 11 36 19 27 715|32 13 4 432 88 7
32 13 4 432 88 7|839 31 4 194 571 68 6 1 86 2230 200 596 28 1372 7
839 31 4 194 571 68 6 1 86 2230 200 596 28 1372 7|51 22961 2340 12020 1
51 22961 2340 12020 1|1104 176 19 2126 43 13605 9 1 20463
1104 176 19 2126 43 13605 9 1 20463|18 198 6 908 86 635 43 120 782
18 198 6 908 86 635 43 120 782|53 4 369 1513 47 11 35 408 9 12
53 4 369 1513 47 11 35 408 9 12|354 20 839 301 12922 18 6 23327 4946 22 45 9 75 4
354 20 839 301 12922 18 6 23327 4946 22 45 9 75 4|406 48 245
5 1 1793 274 16 1336 322 154|23 11 12922 6 5828 18 1968 2405 2084 1107 839
23 11 12922 6 5828 18 1968 2405 2084 1107 839|111 274 6 184 322 154 548
111 274 6 184 322 154 548|60 75 4 412
93 1 37 9 54 442 254|21 11 33 28 197 7
21 11 33 28 197 7|112 13 16 5779 1605 4 18 20 7
112 13 16 5779 1605 4 18 20 7|18 198 37
5 32 13 145 9081|21 110 7
1435 1 55 277 863 571 9 1149|183 5 623 10 166 98 384
183 5 623 10 166 98 384|15 5 39 67 100 9114 6036 18 10 1 1372 15 16705 629
